ProspectID;Channel;Age_group;APR_offered;Grocery_spend;Travel_spend;Apparels_spend;DE_spend;response_ind;Income_Group;Autoloan_ind;Avg_monthly_spend;Avg_Monthly_balance;Avg_monthyl_payrate;student_loan_ind;Times_Mailed;No_of_tradelines
ATH00203;DM;35-55; 10.99 ;832.97;1117.199221;1402.55;592.56;1;0-3000;0;3630.70;4587.53;0.20;0;9;7
ATH00204;DM;25-35; 16.99 ;1543.24;981.3312506;923.00;495.27;1;9000-12000;1;3558.40;7296.40;0.32;0;8;8
ATH00205;DM;25-35; 14.99 ;75.93;1304.836366;1494.49;975.80;1;3000-6000;0;3106.83;6391.22;0.36;1;9;6
ATH00206;DM;25-35; 16.99 ;1494.14;1302.351286;131.21;926.35;1;3000-6000;1;3214.82;4176.85;0.55;0;8;6
ATH00207;DM;55+; 10.99 ;1629.93;247.8770809;731.72;36.78;1;6000-9000;0;2738.60;5326.44;0.52;0;9;9
ATH00208;DM;25-35; 16.99 ;1294.37;759.5433192;1027.81;940.21;1;6000-9000;0;3234.15;6408.96;0.45;0;10;7
ATH00209;DM;25-35; 16.99 ;1157.23;1007.334914;1425.86;40.87;1;9000-12000;1;3882.04;10825.17;0.60;1;7;5
ATH00210;DM;35-55; 12.99 ;1870.06;202.5771218;1255.31;468.61;1;9000-12000;1;3520.68;6968.99;0.74;1;10;8
ATH00211;DM;18-25; 12.99 ;95.14;544.8747215;1456.66;633.16;1;6000-9000;0;2309.81;4419.46;0.33;0;7;6
ATH00212;DM;18-25; 12.99 ;1233.19;145.0691688;392.77;174.53;1;9000-12000;1;2019.45;4062.73;0.67;1;7;4
ATH00213;DM;25-35; 16.99 ;1552.19;932.1506503;396.96;724.69;1;3000-6000;1;3075.04;3611.95;0.67;0;9;6
ATH00214;DM;55+; 10.99 ;1766.62;124.1409499;991.61;118.37;1;3000-6000;1;3168.61;6908.31;0.46;1;9;8
ATH00215;DM;25-35; 16.99 ;393.74;1096.866771;1070.92;370.82;1;3000-6000;0;2671.15;5352.66;0.73;0;7;7
ATH00216;DM;25-35; 10.99 ;101.06;1212.316695;449.65;395.31;1;3000-6000;1;1875.44;5371.24;0.42;0;10;8
ATH00217;DM;35-55; 12.99 ;123.70;117.312695;915.50;892.23;1;0-3000;0;1261.20;2897.43;0.56;1;9;8
ATH00218;DM;35-55; 14.99 ;110.65;1282.07686;739.14;700.01;1;3000-6000;1;2411.58;3874.47;0.65;1;9;8
ATH00219;DM;25-35; 12.99 ;613.67;336.4225447;404.71;509.93;1;6000-9000;0;1491.99;2132.22;0.48;0;8;6
ATH00220;DM;35-55; 10.99 ;1277.72;1243.997163;605.89;739.51;1;0-3000;1;3331.52;7646.08;0.11;0;9;8
ATH00221;DM;25-35; 12.99 ;1790.38;1470.063811;244.90;17.04;1;3000-6000;1;3661.36;4271.26;0.43;1;10;7
ATH00222;DM;55+; 10.99 ;417.14;1018.124379;382.59;140.02;1;3000-6000;1;2051.52;2683.94;0.22;0;7;6
ATH00223;DM;25-35; 10.99 ;1324.82;304.1653809;538.64;387.28;1;0-3000;0;2392.87;3002.33;0.11;1;10;9
ATH00224;DM;55+; 12.99 ;287.99;1053.031762;1339.51;290.89;1;3000-6000;1;2953.01;5293.29;0.48;1;7;5
ATH00225;DM;25-35; 14.99 ;916.84;128.6465946;1494.44;941.93;1;0-3000;0;2839.33;6816.33;0.57;0;8;6
ATH00226;DM;18-25; 14.99 ;221.01;258.7732852;883.23;844.21;1;12000+;1;1639.54;2992.05;0.13;1;8;8
ATH00227;DM;55+; 12.99 ;49.18;1350.308104;19.19;978.74;1;3000-6000;1;1520.66;3404.06;0.41;1;7;4
ATH00228;DM;35-55; 12.99 ;401.02;1113.976758;467.14;911.77;1;0-3000;1;2233.44;4904.93;0.56;0;9;6
ATH00229;DM;55+; 14.99 ;1250.85;1120.522452;1375.39;586.55;1;12000+;0;3884.01;7667.73;0.17;0;10;8
ATH00230;DM;35-55; 10.99 ;1559.15;1168.445899;846.59;362.47;1;3000-6000;0;3855.13;6075.35;0.33;0;7;4
ATH00231;DM;25-35; 14.99 ;506.05;356.3647769;681.05;235.06;1;12000+;1;1687.14;4463.01;0.51;0;8;6
ATH00232;DM;35-55; 10.99 ;920.13;665.6319525;84.16;861.43;1;3000-6000;1;1773.35;3002.86;0.36;1;7;4
ATH00233;DM;55+; 14.99 ;648.91;440.0193466;235.45;480.44;1;3000-6000;0;1547.02;3831.51;0.62;1;8;5
ATH00234;DM;55+; 10.99 ;1131.64;418.0639405;795.19;384.27;1;12000+;0;2491.56;3609.37;0.71;0;10;7
ATH00235;DM;25-35; 14.99 ;415.71;895.066534;774.46;772.79;1;6000-9000;1;2281.21;5147.49;0.63;0;10;8
ATH00236;DM;55+; 10.99 ;1651.35;117.695984;1040.47;519.41;1;3000-6000;0;2914.05;6179.24;0.54;0;7;4
ATH00237;DM;55+; 12.99 ;1499.81;984.2267391;800.70;550.54;1;3000-6000;0;3782.67;8515.14;0.81;1;4;3
ATH00238;DM;18-25; 10.99 ;13.58;838.0894661;637.15;293.17;1;3000-6000;0;1693.25;2331.29;0.59;0;9;8
ATH00239;DM;35-55; 12.99 ;368.97;558.1614331;1300.92;654.68;1;3000-6000;1;2380.59;2577.06;0.11;0;10;7
ATH00240;DM;18-25; 12.99 ;556.67;244.8777013;280.19;976.80;1;3000-6000;0;1364.75;3960.41;0.69;0;10;8
ATH00241;DM;55+; 12.99 ;1822.91;298.3209612;1489.00;850.38;1;9000-12000;1;3837.21;9272.08;0.74;0;7;7
ATH00242;DM;55+; 16.99 ;725.21;374.5002861;1463.94;171.83;1;3000-6000;1;2710.63;4859.22;0.50;1;8;7
ATH00243;DM;18-25; 14.99 ;664.51;558.7789635;335.97;284.91;1;0-3000;0;1809.84;1971.32;0.61;0;10;8
ATH00244;DM;18-25; 16.99 ;164.67;2873.726377;315.83;560.23;1;3000-6000;0;3753.67;9201.95;0.72;0;5;2
ATH00245;DM;55+; 10.99 ;162.17;1290.216614;710.81;927.71;1;6000-9000;1;2409.79;4336.83;0.42;0;7;4
ATH00246;DM;25-35; 12.99 ;125.97;2341.04025;719.42;198.81;1;12000+;0;3594.50;8776.87;0.70;0;5;3
ATH00247;DM;55+; 10.99 ;1059.28;1312.223854;1276.49;504.40;1;9000-12000;1;3891.43;8400.38;0.18;1;7;7
ATH00248;DM;18-25; 16.99 ;1387.44;1473.64795;1467.06;108.84;1;6000-9000;1;4495.95;11497.96;0.59;1;9;6
ATH00249;DM;18-25; 12.99 ;880.30;847.9233579;1041.48;246.86;1;12000+;0;2917.42;6838.25;0.16;0;10;10
ATH00250;DM;18-25; 14.99 ;413.52;686.7483625;79.47;870.93;1;0-3000;0;1456.25;2601.53;0.83;0;3;2
ATH00251;DM;18-25; 14.99 ;894.38;2446.30024;179.68;490.11;1;9000-12000;0;3763.79;6229.55;0.40;1;7;7
ATH00252;DM;35-55; 12.99 ;608.46;39.52544692;165.77;615.58;1;3000-6000;1;1109.97;1763.53;0.19;1;7;7
ATH00253;DM;35-55; 12.99 ;1500.14;1107.123709;1406.69;521.03;1;0-3000;0;4282.94;11872.64;0.64;0;8;6
ATH00254;DM;18-25; 12.99 ;302.81;502.3555216;764.70;315.17;1;3000-6000;1;1775.54;2202.48;0.11;0;10;9
ATH00255;DM;35-55; 14.99 ;1391.58;944.683036;295.91;137.11;1;12000+;1;2916.15;4269.52;0.16;0;8;8
ATH00256;DM;18-25; 16.99 ;877.56;626.4674435;234.48;519.05;1;6000-9000;1;1895.89;3402.73;0.13;0;9;8
ATH00257;DM;25-35; 12.99 ;1043.24;1068.619886;1455.97;882.04;1;0-3000;1;3675.77;4205.51;0.12;1;7;4
ATH00258;DM;25-35; 12.99 ;33.01;1072.12918;467.76;553.95;1;9000-12000;0;1785.00;4452.79;0.69;1;7;6
ATH00259;DM;18-25; 16.99 ;429.72;1426.786261;266.72;882.53;1;9000-12000;1;2261.97;6724.01;0.70;0;8;7
ATH00260;DM;55+; 16.99 ;1788.85;1390.999217;1354.78;223.17;1;12000+;0;4685.54;8804.62;0.61;1;8;5
ATH00261;DM;25-35; 12.99 ;906.25;466.0448874;238.01;139.45;1;6000-9000;1;1780.60;5008.50;0.15;0;8;5
ATH00262;DM;18-25; 14.99 ;583.65;487.1808197;375.38;840.80;1;9000-12000;0;1598.32;1981.70;0.14;0;9;6
ATH00263;DM;18-25; 10.99 ;1819.02;791.323158;1490.97;423.10;1;9000-12000;1;4270.55;9055.17;0.12;1;7;7
ATH00264;DM;25-35; 16.99 ;236.82;482.3732151;116.71;989.49;1;6000-9000;1;1061.05;2742.00;0.15;0;8;8
ATH00265;DM;25-35; 14.99 ;1918.52;636.8038059;578.65;440.83;1;3000-6000;1;3347.15;6657.40;0.44;0;9;6
ATH00266;DM;35-55; 14.99 ;1720.39;543.6456969;961.04;483.95;1;3000-6000;0;3454.80;4917.36;0.72;0;9;8
ATH00267;DM;55+; 12.99 ;1509.22;28.45857637;956.29;395.78;1;9000-12000;1;2690.67;4069.77;0.32;0;9;7
ATH00268;DM;35-55; 12.99 ;971.96;1488.174291;96.21;409.91;1;0-3000;1;2735.03;4126.35;0.68;1;9;8
ATH00269;DM;25-35; 14.99 ;552.58;952.1436063;599.12;389.22;1;3000-6000;0;2265.79;2277.24;0.43;0;7;6
ATH00270;DM;18-25; 16.99 ;1542.27;473.6702833;166.44;187.54;1;9000-12000;1;2357.22;6944.99;0.57;1;10;8
ATH00271;DM;18-25; 10.99 ;1868.10;1461.418313;712.89;541.32;1;3000-6000;1;4279.34;5790.06;0.25;0;7;6
ATH00272;DM;25-35; 14.99 ;747.73;136.3072985;1058.08;480.81;1;6000-9000;1;2188.44;3428.07;0.33;0;10;10
ATH00273;DM;35-55; 16.99 ;427.58;191.8192923;514.98;705.24;1;0-3000;0;1349.61;3855.28;0.56;1;7;4
ATH00274;DM;35-55; 10.99 ;55.54;709.4014149;1186.02;692.99;1;12000+;1;2164.26;3044.57;0.39;0;7;7
ATH00275;DM;18-25; 14.99 ;883.06;1291.452109;304.32;727.03;1;9000-12000;0;2732.68;3592.63;0.47;1;10;7
ATH00276;DM;25-35; 10.99 ;111.84;681.6723366;321.41;327.44;1;12000+;0;1261.18;2915.50;0.74;0;8;6
ATH00277;DM;55+; 10.99 ;1836.31;293.3179259;83.94;793.79;1;12000+;1;2492.19;3665.46;0.61;0;7;5
ATH00278;DM;25-35; 10.99 ;1727.41;563.3492258;943.45;514.84;1;6000-9000;0;3519.22;8513.57;0.61;1;9;6
ATH00279;DM;35-55; 12.99 ;1520.73;2824.207002;1311.20;968.97;1;6000-9000;0;5945.69;17775.72;0.74;0;5;3
ATH00280;DM;18-25; 12.99 ;676.34;606.8263407;634.68;666.63;1;9000-12000;1;2199.88;5683.75;0.75;0;10;9
ATH00281;DM;18-25; 16.99 ;956.56;689.9470826;619.55;474.33;1;3000-6000;0;2386.90;4525.73;0.44;1;9;9
ATH00282;DM;18-25; 12.99 ;1834.72;1188.555772;522.70;170.47;1;9000-12000;0;3758.17;6520.60;0.37;0;7;6
ATH00283;DM;55+; 12.99 ;1296.67;1112.816241;756.06;663.96;1;3000-6000;1;3357.36;6846.26;0.59;0;9;7
ATH00284;DM;25-35; 12.99 ;899.54;229.1137665;250.98;538.24;1;12000+;1;1597.97;2676.36;0.19;0;10;7
ATH00285;DM;35-55; 14.99 ;385.87;635.5758039;1076.96;386.99;1;9000-12000;1;2351.92;5128.61;0.64;0;8;5
ATH00286;DM;35-55; 12.99 ;547.83;1326.065182;456.67;968.22;1;6000-9000;0;2599.57;6083.02;0.27;0;7;4
ATH00287;DM;55+; 16.99 ;84.81;1159.060241;1172.82;572.19;1;6000-9000;1;2594.26;7013.71;0.34;1;7;7
ATH00288;DM;18-25; 14.99 ;709.08;522.178868;289.10;468.91;1;9000-12000;1;1728.54;2399.47;0.49;1;10;10
ATH00289;DM;25-35; 14.99 ;1448.19;129.4329345;968.68;345.81;1;0-3000;1;2798.36;7235.72;0.26;0;9;8
ATH00290;DM;55+; 14.99 ;249.77;2667.998462;492.85;332.72;1;9000-12000;0;3867.73;11157.35;0.80;0;3;1
ATH00291;DM;25-35; 16.99 ;628.89;766.8547521;1169.07;995.08;1;0-3000;1;2787.51;6863.50;0.41;1;7;5
ATH00292;DM;18-25; 16.99 ;1789.61;876.89126;846.99;478.19;1;6000-9000;0;3671.29;10565.67;0.45;1;7;6
ATH00293;DM;35-55; 10.99 ;570.79;218.6640645;368.57;117.42;1;3000-6000;0;1449.09;2496.61;0.11;0;10;9
ATH00294;DM;55+; 14.99 ;1093.67;782.4530762;425.83;495.66;1;0-3000;0;2418.12;5041.46;0.39;0;9;7
ATH00295;DM;18-25; 14.99 ;179.28;674.895083;493.85;743.00;1;12000+;1;1477.24;3607.57;0.59;0;9;6
ATH00296;DM;35-55; 16.99 ;1535.73;896.0943655;670.89;284.10;1;9000-12000;1;3318.64;6087.50;0.45;1;7;6
ATH00297;DM;55+; 10.99 ;640.03;1444.449289;297.19;469.34;1;9000-12000;1;2622.35;4581.69;0.22;0;9;9
ATH00298;DM;35-55; 16.99 ;815.01;1096.196974;816.91;935.29;1;9000-12000;0;2998.63;7972.87;0.50;1;10;7
ATH00299;DM;35-55; 14.99 ;1682.99;345.2043541;1038.87;716.71;1;3000-6000;1;3208.05;5246.13;0.62;1;7;5
ATH00300;DM;55+; 14.99 ;992.66;11.91377534;88.63;560.57;1;9000-12000;0;1311.36;1493.25;0.41;0;8;6
ATH00301;DM;25-35; 12.99 ;70.87;1217.33334;597.64;987.59;1;3000-6000;1;2069.81;4022.37;0.16;1;10;9
ATH00302;DM;55+; 14.99 ;1079.33;138.401164;639.33;772.08;1;9000-12000;1;2047.80;2314.48;0.14;0;7;7
ATH00303;DM;18-25; 14.99 ;0.90;639.9203866;956.54;397.94;1;3000-6000;1;1800.46;2658.49;0.11;0;7;7
ATH00304;DM;18-25; 14.99 ;1044.56;85.94907661;175.23;894.56;1;12000+;0;1537.52;1939.63;0.15;1;9;6
ATH00305;DM;35-55; 16.99 ;1094.82;545.1879391;226.21;502.38;1;0-3000;0;2089.73;4290.10;0.42;0;9;7
ATH00306;DM;35-55; 16.99 ;301.79;1118.969146;652.79;825.09;1;0-3000;1;2293.69;6618.73;0.40;0;8;6
ATH00307;DM;35-55; 14.99 ;326.12;930.1083916;510.91;631.62;1;9000-12000;1;1916.37;4852.71;0.58;1;8;6
ATH00308;DM;55+; 14.99 ;1664.33;136.8350355;577.49;49.91;1;12000+;1;2480.72;3547.19;0.58;0;7;7
ATH00309;DM;55+; 12.99 ;1697.77;1181.153753;1393.19;642.09;1;0-3000;0;4554.57;7566.63;0.29;0;10;7
ATH00310;DM;35-55; 12.99 ;1615.80;274.1116394;1448.47;76.20;1;9000-12000;0;3625.12;9132.87;0.41;1;7;5
ATH00311;DM;55+; 12.99 ;978.13;952.5000139;264.65;471.31;1;6000-9000;1;2308.73;6879.62;0.50;0;7;6
ATH00312;DM;18-25; 16.99 ;1719.74;1411.521113;439.25;56.79;1;12000+;1;3674.61;9844.76;0.69;0;7;7
ATH00313;DM;18-25; 12.99 ;1506.35;316.8420846;329.64;918.03;1;6000-9000;0;2606.21;6922.06;0.85;0;3;1
ATH00314;DM;25-35; 16.99 ;1880.47;960.4943237;1279.89;123.91;1;12000+;1;4224.16;8119.76;0.65;0;7;4
ATH00315;DM;35-55; 10.99 ;902.81;1129.443037;652.75;185.84;1;12000+;0;2865.73;7662.31;0.20;0;9;8
ATH00316;DM;25-35; 16.99 ;86.47;775.3971666;229.27;747.99;1;0-3000;0;1329.73;1796.11;0.61;0;8;8
ATH00317;DM;35-55; 10.99 ;27.73;867.5882953;567.91;547.10;1;6000-9000;0;1638.51;2745.77;0.32;0;7;6
ATH00318;DM;35-55; 12.99 ;802.33;204.9910163;670.35;708.76;1;9000-12000;1;1860.79;3294.90;0.40;1;9;9
ATH00319;DM;55+; 10.99 ;1128.64;2381.103405;851.93;68.19;1;6000-9000;1;4494.81;6730.42;0.71;1;7;6
ATH00320;DM;25-35; 16.99 ;1936.31;1383.235802;1285.63;989.30;1;6000-9000;0;4796.14;9114.77;0.48;0;10;7
ATH00321;DM;18-25; 14.99 ;1852.90;277.5237079;882.65;180.91;1;9000-12000;1;3193.17;7851.29;0.44;1;10;9
ATH00322;DM;25-35; 14.99 ;1893.25;648.6936673;1090.99;22.46;1;3000-6000;1;3848.37;4489.37;0.11;0;7;6
ATH00323;DM;35-55; 12.99 ;75.56;879.6244171;1432.39;264.16;1;9000-12000;1;2639.71;4837.74;0.19;1;10;7
ATH00324;DM;55+; 14.99 ;1213.73;958.0058821;147.23;57.93;1;0-3000;1;2706.79;4583.94;0.81;1;4;4
ATH00325;DM;25-35; 12.99 ;76.58;780.3185736;1338.02;886.24;1;6000-9000;0;2333.20;3400.63;0.47;0;10;7
ATH00326;DM;25-35; 16.99 ;97.59;212.1017861;163.29;987.04;1;0-3000;0;666.88;1613.22;0.59;1;10;8
ATH00327;DM;18-25; 12.99 ;433.81;995.5323684;725.23;974.06;1;0-3000;0;2297.22;5646.19;0.11;0;8;8
ATH00328;DM;25-35; 14.99 ;489.83;148.9635867;112.05;3.37;1;9000-12000;1;951.49;2791.58;0.13;1;8;6
ATH00329;DM;18-25; 12.99 ;462.69;674.9549624;1166.73;303.66;1;0-3000;1;2417.37;5820.48;0.60;1;10;8
ATH00330;DM;55+; 14.99 ;1421.72;2666.133882;992.12;785.09;1;6000-9000;1;5257.87;13222.25;0.57;0;9;6
ATH00331;DM;18-25; 16.99 ;321.21;742.5842914;836.21;918.63;1;6000-9000;1;2131.59;3725.77;0.41;0;10;8
ATH00332;DM;55+; 10.99 ;1523.93;898.394151;1286.96;300.30;1;9000-12000;1;3891.40;4516.28;0.25;0;8;5
ATH00333;DM;55+; 10.99 ;1082.24;1401.618571;1342.29;372.55;1;12000+;1;4035.84;7386.29;0.26;1;8;7
ATH00334;DM;18-25; 14.99 ;491.73;414.9301097;741.95;129.48;1;0-3000;1;1908.41;4413.00;0.67;1;3;1
ATH00335;DM;35-55; 14.99 ;503.65;802.4823734;925.62;29.10;1;3000-6000;1;2498.80;4917.78;0.51;0;7;4
ATH00336;DM;18-25; 12.99 ;755.49;1281.985781;1221.12;203.37;1;6000-9000;1;3421.83;3616.10;0.50;1;9;8
ATH00337;DM;35-55; 16.99 ;58.46;220.1135423;1321.32;985.83;1;9000-12000;1;1718.95;3205.11;0.75;1;8;7
ATH00338;DM;25-35; 12.99 ;1259.67;604.7597249;1194.08;313.74;1;6000-9000;1;3295.83;4467.07;0.56;0;8;7
ATH00339;DM;18-25; 14.99 ;808.89;318.4350152;1325.63;71.45;1;3000-6000;1;2628.36;5273.73;0.48;1;10;7
ATH00340;DM;35-55; 16.99 ;1463.48;253.2697335;1116.17;308.02;1;3000-6000;0;3039.74;3304.82;0.34;1;10;8
ATH00341;DM;25-35; 16.99 ;631.52;18.4389995;297.34;101.09;1;6000-9000;1;1172.91;2984.07;0.34;0;8;8
ATH00342;DM;18-25; 12.99 ;335.02;2807.18301;737.15;812.45;1;0-3000;0;4126.61;8227.19;0.97;0;6;4
ATH00343;DM;55+; 16.99 ;81.46;226.4558473;1361.91;385.76;1;3000-6000;0;1852.61;4681.79;0.18;0;8;7
ATH00344;DM;18-25; 12.99 ;1130.43;629.0290138;763.98;505.12;1;0-3000;0;2725.57;6913.55;0.34;0;10;10
ATH00345;DM;35-55; 10.99 ;637.08;2317.826639;1304.02;709.20;1;12000+;0;4744.81;10089.49;0.82;0;5;2
ATH00346;DM;55+; 10.99 ;1809.16;688.115074;599.29;803.88;1;0-3000;1;3317.13;6217.01;0.56;1;9;8
ATH00347;DM;25-35; 10.99 ;248.84;1256.001262;94.52;381.33;1;6000-9000;0;1825.51;3026.38;0.61;0;10;8
ATH00348;DM;35-55; 16.99 ;1235.69;1462.555333;1081.12;724.30;1;3000-6000;0;3921.86;5095.08;0.23;0;10;7
ATH00349;DM;35-55; 14.99 ;1684.90;103.9861817;1461.55;924.00;1;0-3000;0;3363.16;5294.21;0.50;0;9;6
ATH00350;DM;18-25; 12.99 ;1283.99;2636.042466;1007.08;300.76;1;0-3000;0;5324.57;13866.36;0.81;1;5;4
ATH00351;DM;18-25; 10.99 ;1932.77;462.2752076;506.54;172.13;1;6000-9000;0;3134.54;8268.52;0.59;1;8;6
ATH00352;DM;18-25; 16.99 ;1714.69;1088.913416;806.21;437.42;1;9000-12000;1;3775.83;10391.09;0.45;1;10;7
ATH00353;DM;55+; 14.99 ;1023.68;1331.634744;1191.62;880.63;1;3000-6000;0;3811.76;10987.77;0.73;0;9;7
ATH00354;DM;18-25; 14.99 ;645.70;2870.620011;1310.57;74.96;1;0-3000;0;5108.81;6550.18;0.51;1;7;7
ATH00355;DM;35-55; 12.99 ;1178.91;285.3235125;1365.11;300.70;1;6000-9000;1;2935.66;2990.05;0.11;1;7;7
ATH00356;DM;55+; 14.99 ;902.64;1263.825245;970.90;385.07;1;9000-12000;0;3428.01;4433.37;0.49;0;10;7
ATH00357;DM;55+; 16.99 ;1976.54;263.4713024;28.50;354.26;1;3000-6000;0;2408.57;6791.85;0.37;0;10;10
ATH00358;DM;18-25; 16.99 ;585.87;232.81832;1062.02;436.17;1;9000-12000;1;2100.78;5959.39;0.51;0;10;8
ATH00359;DM;55+; 12.99 ;1661.76;1205.402764;684.43;158.58;1;9000-12000;0;3817.21;5031.82;0.61;1;10;9
ATH00360;DM;25-35; 16.99 ;767.39;472.8415585;800.69;514.80;1;3000-6000;0;2170.53;2670.55;0.11;0;8;6
ATH00361;DM;55+; 12.99 ;699.76;908.9237514;455.64;937.93;1;0-3000;1;2169.78;4453.37;0.64;1;7;7
ATH00362;DM;25-35; 12.99 ;1854.70;1437.000316;468.96;531.37;1;0-3000;0;3916.49;7129.80;0.31;0;9;8
ATH00363;DM;35-55; 14.99 ;1547.78;2691.713135;1079.33;203.20;1;12000+;0;5619.55;10307.43;0.88;1;5;2
ATH00364;DM;55+; 10.99 ;1299.51;2789.360462;1451.21;917.36;1;3000-6000;0;5730.20;10919.51;0.99;0;3;1
ATH00365;DM;18-25; 16.99 ;1596.95;341.8829509;399.94;350.31;1;3000-6000;1;2456.84;6260.64;0.66;0;8;8
ATH00366;DM;55+; 12.99 ;64.24;76.20653001;366.92;81.10;1;3000-6000;0;703.35;1045.41;0.44;0;8;5
ATH00367;DM;55+; 10.99 ;873.83;217.6915515;313.33;25.67;1;0-3000;1;1669.17;3959.34;0.20;1;10;10
ATH00368;DM;25-35; 16.99 ;558.38;1348.581294;835.16;303.81;1;6000-9000;1;2865.02;5606.62;0.67;1;8;5
ATH00369;DM;55+; 10.99 ;1651.30;1332.156489;1121.91;628.86;1;3000-6000;1;4311.81;5767.33;0.54;1;8;8
ATH00370;DM;35-55; 10.99 ;70.43;150.9373518;355.09;555.63;1;6000-9000;1;726.33;2141.74;0.30;0;7;5
ATH00371;DM;18-25; 10.99 ;1917.44;669.1081147;899.70;885.04;1;6000-9000;1;3720.39;7201.75;0.35;0;9;7
ATH00372;DM;18-25; 14.99 ;344.64;493.1978133;749.71;624.55;1;6000-9000;0;1842.06;2876.19;0.60;0;8;5
ATH00373;DM;25-35; 16.99 ;999.00;842.6714172;22.26;771.83;1;9000-12000;0;2144.08;4424.47;0.51;1;9;9
ATH00374;DM;35-55; 14.99 ;552.96;375.2678418;900.18;86.20;1;0-3000;1;2021.03;4507.46;0.72;0;10;10
ATH00375;DM;25-35; 12.99 ;998.74;428.8469793;784.66;863.29;1;9000-12000;0;2466.29;6145.72;0.56;0;8;8
ATH00376;DM;35-55; 12.99 ;1310.48;1147.658229;215.28;473.38;1;6000-9000;1;2774.00;7026.02;0.39;0;8;6
ATH00377;DM;25-35; 16.99 ;1519.18;2739.363306;943.64;299.02;1;0-3000;0;5319.65;12356.50;0.86;1;5;2
ATH00378;DM;35-55; 12.99 ;799.03;762.6357444;448.37;881.74;1;9000-12000;1;2120.91;2446.02;0.73;0;7;4
ATH00379;DM;35-55; 12.99 ;658.74;258.6181813;243.03;357.79;1;6000-9000;0;1325.79;2038.39;0.67;0;9;8
ATH00380;DM;55+; 14.99 ;548.71;2539.018258;49.01;599.54;1;12000+;0;3523.35;8079.44;0.88;1;3;3
ATH00381;DM;18-25; 16.99 ;1288.92;677.745531;646.40;365.91;1;3000-6000;1;2752.77;3929.76;0.35;0;9;8
ATH00382;DM;25-35; 10.99 ;1944.71;10.3587613;209.79;22.95;1;3000-6000;1;2381.38;4472.26;0.57;1;7;6
ATH00383;DM;25-35; 12.99 ;1935.19;290.3739506;458.76;262.26;1;6000-9000;0;3113.47;3872.58;0.79;1;3;2
ATH00384;DM;18-25; 16.99 ;1855.77;1201.183366;1355.24;676.27;1;3000-6000;1;4544.26;4967.93;0.22;1;10;8
ATH00385;DM;35-55; 12.99 ;503.84;601.1568752;1277.49;563.66;1;0-3000;0;2632.78;4333.10;0.33;0;8;8
ATH00386;DM;25-35; 14.99 ;935.68;599.5708108;1070.57;551.63;1;6000-9000;0;2837.56;6229.78;0.54;1;10;9
ATH00387;DM;18-25; 10.99 ;1454.79;790.2309407;872.95;248.51;1;12000+;0;3394.56;9297.61;0.73;1;10;10
ATH00388;DM;25-35; 14.99 ;1884.31;1038.793987;1326.22;606.48;1;12000+;0;4448.17;6359.35;0.63;0;5;3
ATH00389;DM;25-35; 16.99 ;1348.35;1031.868193;235.19;27.97;1;0-3000;1;2891.93;4164.11;0.16;1;9;9
ATH00390;DM;55+; 12.99 ;826.67;1438.404308;1333.28;178.34;1;0-3000;0;3825.51;6571.19;0.67;0;9;9
ATH00391;DM;25-35; 10.99 ;765.29;2871.334912;805.52;567.53;1;3000-6000;1;4647.97;9801.39;0.73;1;9;6
ATH00392;DM;55+; 16.99 ;1980.46;452.7253125;183.65;534.92;1;6000-9000;1;2820.33;4123.09;0.41;0;7;6
ATH00393;DM;35-55; 10.99 ;1083.53;1412.012638;397.78;166.96;1;6000-9000;0;3189.26;7747.62;0.58;0;10;9
ATH00394;DM;25-35; 16.99 ;358.97;517.3224514;1128.60;412.98;1;6000-9000;0;2186.31;3656.95;0.40;0;10;8
ATH00395;DM;25-35; 12.99 ;16.69;275.2482733;593.55;127.35;1;0-3000;1;1208.59;3312.17;0.72;0;4;4
ATH00396;DM;55+; 10.99 ;497.21;2002.24827;1113.72;89.92;1;9000-12000;0;3876.86;8937.53;0.95;0;6;3
ATH00397;DM;35-55; 10.99 ;1857.67;1299.715138;424.56;411.95;1;6000-9000;1;3713.33;5439.39;0.61;0;7;6
ATH00398;DM;25-35; 12.99 ;975.14;1374.169466;847.80;670.29;1;12000+;1;3419.65;5051.25;0.77;0;4;4
ATH00399;DM;18-25; 14.99 ;610.34;491.3752343;659.76;887.66;1;0-3000;1;2054.37;4253.65;0.50;1;8;5
ATH00400;DM;55+; 14.99 ;913.11;306.9480702;36.57;649.00;1;12000+;1;1398.20;1632.16;0.56;1;10;7
ATH00401;DM;25-35; 16.99 ;1766.10;80.48423276;1378.81;753.29;1;12000+;0;3381.78;9261.45;0.48;1;10;7
ATH00402;DM;18-25; 14.99 ;1745.02;119.9280276;1259.09;44.10;1;9000-12000;1;3547.08;7604.43;0.68;1;3;1
ATH00403;DM;18-25; 14.99 ;956.99;116.2143824;1103.01;72.52;1;3000-6000;0;2467.75;3026.78;0.52;0;7;5
ATH00404;DM;35-55; 10.99 ;892.96;118.7334455;35.80;511.68;1;9000-12000;1;1296.15;3359.09;0.36;1;10;7
ATH00405;DM;55+; 16.99 ;761.45;2761.751876;91.05;127.23;1;6000-9000;0;3922.23;10233.45;0.73;1;6;6
ATH00406;DM;35-55; 12.99 ;1994.77;511.9177878;762.14;404.75;1;9000-12000;1;3372.20;3955.97;0.18;0;8;8
